,rate_member,location,rate_score,rate_date,comment,beer_url,beer_name,year,month,day
3192,doctorgary,New York,5.0,2020-03-04,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2020,3,4
3193,CDBeerDisappear,Ohio,4.35,2020-02-04,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2020,2,4
3194,BEER88,North Carolina,4.0,2020-01-29,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2020,1,29
3195,CTHomer,Connecticut,3.96,2021-09-24,"A: crystal clear; copper in color; 1 finger finely pored light tan head that receded to a wispy cap; nice rings of lace;

S: very ripe pineapple;

T: follows the nose up front and at the end; in the middle, there's an added floral component; mild bitterness on the finish;

M: medium to full bodied; moderate carbonation; moderately dry finish;

O: a little too sweet for my taste;",https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2021,9,24
3196,Rapscullion,Massachusetts,4.68,2021-07-04,"On tap. Pours with a clear copper with creamy tan foam. Moderate retention, excellent lacing. 
Very malty aroma with caramel and lemon hoppy notes. 
Malt backbone carries strong grapefruit golden caramel and grahm cracker flavors running into a pleasantly bitter finish.

So nice to run into a west coast brew in the the overwhelming NEIPA market. A truly superb ale with outstanding balance. Drinks dangerously well and going back for another sip before they run out!",https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2021,7,4
3197,brewme,Massachusetts,4.25,2021-03-20,"Reminded of this beer by the How many Beers of Fame have you reviewed? post. Surprised that I had not reviewed this before, have had several times. This is a great brew, don't think that it is distributed in MA anymore?",https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2021,3,20
3198,AElfwine_Nerevar,Connecticut,4.25,2021-02-02,"BB: 04/11/21
Consumed: 02/02/21

L: Pours a pale to medium amber with a medium chill haze. An aggressive pour yields a nice off-white 2 fingers of head. It has ok retention, but what's left is sticky and leaves nice webs of lacing as the beer recedes in the glass.

S: Citrus rind (grapefruit?), Citrus pulp (orange?), a bit of pine, and prominent caramel malt. 

T: This is a hop bomb all right! I get blood orange on the front end flowing into the mid palate where it mixes with sweet caramel malt and sweet Valencia orange. The caramel malt continues and mixes with waves of pine resin bitterness on the finish. At first blush the sweetness is being balanced very well by the bitter finish, but as the beer warms the sweetness starts to win.

F: Medium-full body with medium-light carbonation. The mouthfeel is creamy and a bit sticky with a dry finish.

O: This beer takes a bat made entirely of hops and smacks you in the face while simultaneously shanking you with a sharp malt shiv....old school to say the least. To me it is actually closer to some of the proto-NEIPAs or what we used to call East-coast IPAs; i.e. a nice strong bitterness, moderately sweet, and a nice dry finish. To me, though, this is a bit sweeter than an East-coast IPA. As the beer warms it becomes a bit more unbalanced as the sweetness starts to become more prominent in both the nose and palate. For me that detracts from the palate more so than the nose and it loses .25 to .5 in the taste column as a result. As it warms it is not as balanced as it's younger sibling. Either way, this is a great IPA and a safe harbor in a ""Locust Reign"" of NEIPAs. You should try it if you get a chance.",https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2021,2,2
3199,woosterbill,Kentucky,4.59,2021-01-26,"16oz can, best by 4/11/21, into a Gandhi-Bot tulip. 

L: Pours a clear, striking copper body beneath two fingers of dense, creamy tan foam. Moderate retention, excellent lacing. Beautifully old-school. 

S: Balanced aroma of caramel malts and citrusy hops. Simple and classic. 

T: The taste takes me straight back to my formative years as a craft beer drinker, massaging both hops and malt into a perfectly balanced, thoroughly assertive river of flavor. Grapefruit, pine, caramel, and biscuit are all present in equal measure, with everything wrapping up in a solidly bitter, resinous finish with just enough lingering caramel to keep things smooth. Delicious. 

F: On the full side of medium-bodied with ample, velvety carbonation. Sticky in a good way. 

O: Simply splendid, and not just for nostalgia’s sake. The hop/malt/alcohol balance is dialed in just right, with every component singing clearly and nothing dominating. Great stuff. Beers of Fame tick 202/250. Cheers!",https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2021,1,26
3240,JKENNEKE,0,4.5,2023-07-22,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2023,7,22
3241,TallGuyCM,California,4.0,2020-06-24,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2020,6,24
3242,RiceOwls27,Texas,4.5,2020-05-04,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2020,5,4
3243,dafla67,Pennsylvania,3.75,2019-04-04,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2019,4,4
3244,psweendogg,Connecticut,4.06,2019-01-06,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2019,1,6
3245,brittanylicious,Indiana,4.0,2018-12-24,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2018,12,24
3246,heysuz,Indiana,4.0,2018-12-24,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2018,12,24
3247,TheRougeBastard,North Carolina,4.1,2018-02-18,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2018,2,18
3248,pvibeer,Colorado,4.75,2018-01-28,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2018,1,28
3249,BenHoppy,Michigan,4.58,2017-12-16,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2017,12,16
3250,redresonatedragon,Washington,4.66,2017-08-02,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2017,8,2
3251,chard_wells,California,4.25,2016-12-31,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2016,12,31
3252,Benjolovesbeer,Michigan,5.0,2016-12-10,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2016,12,10
3253,duvel1979,District of Columbia,3.0,2016-09-25,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2016,9,25
3254,LuckyJohn,Colorado,4.02,2016-06-15,,https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2016,6,15
3255,GuyFawkes,Illinois,4.25,2019-04-01,"Gorgeous deep orange color; very see through. 

Nice bright white head; strong lacing. 

Sweet hops in the nose; smells great. 

Medium thin mouthfeel. 

Sweet fruit upfront; bitter aftertaste. Great balance. 

Perhaps the best I've had from this brewery. Bravo.",https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2019,4,1
3256,mothmanscott,Georgia,4.18,2019-01-06,"From notes 10/25/13: Pours a clear honey amber producing 2+ fingers of slightly off-white, moderately lasting, foamy head that leaves a sticky coating of streaky, webby lace. Aroma is a balance of grapefruit and resinous pine hops mixed with sweet caramel malt in background hints of honey, vanilla and tropical fruits. Taste is sweet caramel malt, orange, grapefruit, pineapple and a hint of honey swimming in a sea of pine resin; a very bitter finish gravitates to sweet then to a short-lived balance of bitter and sweet early in the aftertaste which lingers long to become mostly bitter. Very balanced for such a hop heavy brew. Mouthfeel is moderate-heavy bodied,rich, smooth, chewy with light spice and moderate carbonation. While it may sound like heresy to some this one shares similarities with Bell's Hopslam. Touche' Green Flash!",https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2019,1,6
3257,Lone_Freighter,Vermont,3.5,2017-06-27,"This was poured into a snifter. The appearance was a hazy burnt orange color with a one finger white foamy head that dissipated within about a minute leaving some light speckled lacing clinging here and there. The smell had a good amount of sweet citrus accompanied by sweet and bitter piney hops. Light earthy spice enters in as it warms. The taste was mainly sweet citrus with a nice allocation of bitter piney earthy spices. On the palate, this one sat about a medium on the body showing a sipper aspect about it because I’m noticing the alcohol a bit in this one. The carbonation was there and showed it’s crisp - ness in a DIPA, hey now - honestly not bad, I like it. Overall, good DIPA or er...Triple IPA, whatever it is, I’ll take it again.",https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2017,6,27
3258,Nugganooch,California,3.98,2017-01-12,"12oz bottle with an imperial nonic glass
Taken from many a samples

First had this as their 9th Anniversary brew - now in convenient 6ers
Seems like they were able to dial this one it a bit more as well.

Pale copper color with some mild hop haze and a thick lasting topper of foamy white stuff. Lots of clingy lace. The smell is redolent with tropical fruit mango/papaya, tangerine, pine, herbal zest, and some raw earthiness. Totes a healthy load of caramel malt as well and a tinge of alcohol vapors. Full frontal of hops with lots of tangerine and tropical highlights. Sticky florals and some hempy herbals. Resinous with pine essence that gives way to a decent amount of caramel malt backing here. Slight sweetness about it. ABV’s are masked incredibly well at 10.1% this is dangerously drinkable. Medium with some modest filling. Creamy with a sticky resinous hop linger and a bit of dryness comes out in the finish. 

A bit more chewy caramel body on it with that intense hoppiness. All in all a solid IIIPA.",https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2017,1,12
3259,stevoj,Idaho,3.76,2016-11-18,"A real hop bomb. Plenty of burn. Extreme citrus, lemony acidic nose and taste. Orange amber body with very thin wispy head. Extremely bitter, but tasty, in small sips.",https://www.beeradvocate.com/beer/profile/2743/92971/,Green Bullet Triple IPA,2016,11,18
3300,Gobzilla,California,4.25,2024-02-19,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2024,2,19
3301,gardner254,Ohio,4.74,2023-11-18,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,11,18
3302,akopczyk,Ohio,4.5,2023-10-08,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,10,8
3303,emptyglassagain,Massachusetts,4.78,2023-09-22,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,9,22
3304,PaulyTarmac44,0,5.0,2023-09-17,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,9,17
3305,cryptichead,Illinois,4.5,2023-09-02,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,9,2
3306,IanX,New York,4.25,2023-08-05,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,8,5
3307,FLBeerGuy,Florida,4.25,2023-07-31,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,7,31
3308,Affinity,Missouri,4.23,2023-06-25,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,25
3309,Iski100,Massachusetts,4.5,2023-06-23,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,23
3310,moltch,Massachusetts,4.68,2023-06-20,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,20
3311,Hallertau,Wisconsin,4.79,2023-06-13,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,13
3312,Hawkfish,Washington,4.74,2023-06-12,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,12
3313,heysuz,Indiana,4.6,2023-06-04,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,4
3314,brittanylicious,Indiana,4.5,2023-06-04,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,4
3315,cd34,Illinois,4.71,2023-05-26,,https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,5,26
3316,TheBigBoy,Pennsylvania,3.08,2024-02-24,"Can't say i was a fan of this one, too much punch without comfortable hop flavor, given the high rank, most think otherwise, but Hill Farmstead has many other more enjoyable for me than this blend.",https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2024,2,24
3317,Treyliff,West Virginia,4.59,2023-06-09,"A textbook citra showcase; aroma is orange marmalade, grapefruit zest, juicy tangerine and a hint of grass. Taste gives juicy tangerine and pulpy & zesty grapefruit, slightly grassy and just a hint of malty sweetness on the finish. Medium body with moderate carbonation, foamy mouthfeel turns into a creamy finish, high drinkability",https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,9
3318,lucius10,California,4.28,2023-06-08,"Slightly malty, tropical hoppy, and a subtle orange citrus nose on this one! Taste follows with some sweet and floral orange citrus, malty-sweetness, a kiss of briny, minerality, and a subdued hoppy bitter finish. As this was canned on 4/18/23 (consumed on 6/7/23), I had this while it was a little long in the tooth...but, you can tell that this was absolutely fantastic when fresh. This is still well-made and delicious!",https://www.beeradvocate.com/beer/profile/22511/69522/,Double Citra®,2023,6,8
